ID,story,text
69071,story14,For this is OUR height and our home:
69072,story14,too high and steep do we here dwell for all uncleanly ones and their thirst.
69073,story14,"Cast but your pure eyes into the well of my delight, my friends!"
69074,story14,How could it become turbid thereby!
69075,story14,It shall laugh back to you with ITS purity.
69076,story14,"Verily, no food of which the impure could be fellow-partakers!"
69077,story14,"Fire, would they think they devoured, and burn their mouths!"
69078,story14,"Verily, no abodes do we here keep ready for the impure!"
69079,story14,"An ice-cave to their bodies would our happiness be, and to their spirits!"
69080,story14,thus live the strong winds.
69081,story14,"And like a wind will I one day blow amongst them, and with my spirit, take the breath from their spirit:"
69082,story14,thus willeth my future.
69083,story14,"Verily, a strong wind is Zarathustra to all low places;"
69084,story14,"""Take care not to spit AGAINST the wind!"""
69085,story14,Thus spake Zarathustra.
69086,story14,Wouldst thou see the tarantula itself?
69087,story14,"Here hangeth its web: touch this, so that it may tremble."
69088,story14,Black on thy back is thy triangle and symbol;
69089,story14,and I know also what is in thy soul.
69090,story14,Revenge is in thy soul:
69091,story14,"wherever thou bitest, there ariseth black scab;"
69092,story14,"with revenge, thy poison maketh the soul giddy!"
69093,story14,But I will soon bring your hiding-places to the light:
69094,story14,therefore do I laugh in your face my laughter of the height.
69095,story14,"Therefore do I tear at your web, that your rage may lure you out of your den of lies, and that your revenge may leap forth from behind your word"
69096,story14,"Because, FOR MAN TO BE REDEEMED FROM REVENGE -"
69097,story14,"that is for me the bridge to the highest hope, and a rainbow after long storms."
69098,story14,"Otherwise, however, would the tarantulas have it."
69099,story14,thus do they talk to one another.
69100,story14,"""Vengeance will we use, and insult, against all who are not like us"""
69101,story14,that itself shall henceforth be the name of virtue;
69102,story14,your most secret tyrant-longings disguise themselves thus in virtue-words!
69103,story14,Fretted conceit and suppressed envy -
69104,story14,in you break they forth as flame and frenzy of vengeance.
69105,story14,Inspired ones they resemble:
69106,story14,but it is not the heart that inspireth them -
69107,story14,but vengeance.
69108,story14,"And when they become subtle and cold, it is not spirit, but envy, that maketh them so."
69109,story14,and this is the sign of their jealousy -
69110,story14,they always go too far:
69111,story14,so that their fatigue hath at last to go to sleep on the snow.
69112,story14,and being judge seemeth to them bliss.
69113,story14,"But thus do I counsel you, my friends:"
69114,story14,distrust all in whom the impulse to punish is powerful!
69115,story14,They are people of bad race and lineage;
69116,story14,out of their countenances peer the hangman and the sleuth-hound.
69117,story14,Distrust all those who talk much of their justice!
69118,story14,"Verily, in their souls not only honey is lacking."
69119,story14,And when they call themselves
69120,story14,"""the good and just,"""
69121,story14,"forget not, that for them to be Pharisees, nothing is lacking but -"
69122,story14,"My friends, I will not be mixed up and confounded with others."
69123,story14,is because they would thereby do injury.
69124,story14,To those would they thereby do injury who have power at present:
69125,story14,for with those the preaching of death is still most at home.
69126,story14,and they themselves were formerly the best world-maligners and heretic-burners.
69127,story14,With these preachers of equality will I not be mixed up and confounded.
69128,story14,For thus speaketh justice UNTO ME:
69129,story14,Men are not equal.
69130,story14,And neither shall they become so!
69131,story14,thus doth my great love make me speak!
69132,story14,Inventors of figures and phantoms shall they be in their hostilities;
69133,story14,and with those figures and phantoms shall they yet fight with each other the supreme fight!
69134,story14,"Good and evil, and rich and poor, and high and low, and all names of values:"
69135,story14,"weapons shall they be, and sounding signs, that life must again and again surpass itself!"
69136,story14,Aloft will it build itself with columns and stairs -
69137,story14,life itself:
69138,story14,THEREFORE doth it require elevation!
69139,story14,"And just behold, my friends!"
69140,story14,just behold it with enlightened eyes!
69141,story14,"Verily, he who here towered aloft his thoughts in stone, knew as well as the wisest ones about the secret of life!"
69142,story14,"That there is struggle and inequality even in beauty, and war for power and supremacy:"
69143,story14,that doth he here teach us in the plainest parable.
69144,story14,How divinely do vault and arch here contrast in the struggle:
69145,story14,"how with light and shade they strive against each other, the divinely striving ones."
69146,story14,"Thus, steadfast and beautiful, let us also be enemies, my friends!"
69147,story14,Divinely will we strive AGAINST one another!
69148,story14,"There hath the tarantula bit me myself, mine old enemy!"
69149,story14,"Divinely steadfast and beautiful, it hath bit me on the finger!"
69150,story14,"""Punishment must there be, and justice"""
69151,story14,"Yea, it hath revenged itself!"
69152,story14,And alas!
69153,story14,now will it make my soul also dizzy with revenge!
69154,story14,"That I may NOT turn dizzy, however, bind me fast, my friends, to this pillar!"
69155,story14,Rather will I be a pillar-saint than a whirl of vengeance!
69156,story14,"Verily, no cyclone or whirlwind is Zarathustra:"
69157,story14,"and if he be a dancer, he is not at all a tarantula-dancer!"
69158,story14,Thus spake Zarathustra.
69159,story14,NOT the truth!
69160,story14,And just on that account did they pay you reverence.
69161,story14,"And on that account also did they tolerate your unbelief, because it was a pleasantry and a by-path for the people."
69162,story14,"Thus doth the master give free scope to his slaves, and even enjoyeth their presumptuousness."
69163,story14,"But he who is hated by the people, as the wolf by the dogs -"
69164,story14,"is the free spirit, the enemy of fetters, the non-adorer, the dweller in the woods."
69165,story14,To hunt him out of his lair - that was always called
69166,story14,"""sense of right"""
69167,story14,"For there the truth is, where the people are!"
69168,story14,"Woe, woe to the seeking ones!"
69169,story14,thus hath it echoed through all time.
69170,story14,Your people would ye justify in their reverence: that called ye
69171,story14,"""Will to Truth,"""
69172,story14,And your heart hath always said to itself:
69173,story14,From the people have I come:
69174,story14,from thence came to me also the voice of God.
69175,story14,"Stiff-necked and artful, like the ass, have ye always been, as the advocates of the people."
69176,story14,"And many a powerful one who wanted to run well with the people, hath harnessed in front of his horses -"
69177,story14,"a donkey, a famous wise man."
69178,story14,"And now, ye famous wise ones, I would have you finally throw off entirely the skin of the lion!"
69179,story14,"The skin of the beast of prey, the speckled skin, and the dishevelled locks of the investigator, the searcher, and the conqueror!"
69180,story14,for me to learn to believe in your
69181,story14,"""conscientiousness,"""
69182,story14,ye would first have to break your venerating will.
69183,story14,"In the yellow sands and burnt by the sun, he doubtless peereth thirstily at the isles rich in fountains, where life reposeth under shady trees."
69184,story14,But his thirst doth not persuade him to become like those comfortable ones:
69185,story14,"Hungry, fierce, lonesome, God-forsaken:"
69186,story14,so doth the lion-will wish itself.
69187,story14,so is the will of the conscientious.
69188,story14,"In the wilderness have ever dwelt the conscientious, the free spirits, as lords of the wilderness;"
69189,story14,"but in the cities dwell the well-foddered, famous wise ones -"
69190,story14,"For, always, do they draw, as asses - the PEOPLE'S carts!"
69191,story14,Not that I on that account upbraid them:
69192,story14,And often have they been good servants and worthy of their hire.
69193,story14,For thus saith virtue:
69194,story14,"If thou must be a servant, seek him unto whom thy service is most useful!"
69195,story14,The spirit and virtue of thy master shall advance by thou being his servant:
69196,story14,thus wilt thou thyself advance with his spirit and virtue!
69197,story14,"And verily, ye famous wise ones, ye servants of the people!"
69198,story14,Ye yourselves have advanced with the people's spirit and virtue -
69199,story14,and the people by you!
69200,story14,"But the people ye remain for me, even with your virtues, the people with purblind eyes -"
69201,story14,the people who know not what SPIRIT is!
69202,story14,"by its own torture doth it increase its own knowledge, -"
69203,story14,did ye know that before?
69204,story14,And the spirit's happiness is this:
69205,story14,"to be anointed and consecrated with tears as a sacrificial victim, -"
69206,story14,did ye know that before?
69207,story14,"It is a small thing for the spirit to remove mountains, -"
69208,story14,did ye know that before?
69209,story14,Ye know only the sparks of the spirit:
69210,story14,"but ye do not see the anvil which it is, and the cruelty of its hammer!"
69211,story14,"Verily, ye know not the spirit's pride!"
69212,story14,"But still less could ye endure the spirit's humility, should it ever want to speak!"
69213,story14,And never yet could ye cast your spirit into a pit of snow:
69214,story14,ye are not hot enough for that!
69215,story14,"Thus are ye unaware, also, of the delight of its coldness."
69216,story14,"In all respects, however, ye make too familiar with the spirit;"
69217,story14,Ye are not eagles:
69218,story14,thus have ye never experienced the happiness of the alarm of the spirit.
69219,story14,And he who is not a bird should not camp above abysses.
69220,story14,Ice-cold are the innermost wells of the spirit:
69221,story14,a refreshment to hot hands and handlers.
69222,story14,"Like the sail trembling with the violence of the spirit, doth my wisdom cross the sea -"
69223,story14,my wild wisdom!
69224,story14,how COULD ye go with me!
69225,story14,Thus spake Zarathustra.
69226,story14,And my soul also is a gushing fountain.
69227,story14,And my soul also is the song of a loving one.
69228,story14,"A craving for love is within me, which speaketh itself the language of love."
69229,story14,"Light am I: ah, that I were night!"
69230,story14,But it is my lonesomeness to be begirt with light!
69231,story14,"Ah, that I were dark and nightly!"
69232,story14,How would I suck at the breasts of light!
69233,story14,"And you yourselves would I bless, ye twinkling starlets and glow-worms aloft!"
69234,story14,and would rejoice in the gifts of your light.
69235,story14,"But I live in mine own light, I drink again into myself the flames that break forth from me."
69236,story14,I know not the happiness of the receiver;
69237,story14,and oft have I dreamt that stealing must be more blessed than receiving.
69238,story14,It is my poverty that my hand never ceaseth bestowing;
69239,story14,it is mine envy that I see waiting eyes and the brightened nights of longing.
69240,story14,"Oh, the misery of all bestowers!"
69241,story14,They take from me: but do I yet touch their soul?
69242,story14,and the smallest gap hath finally to be bridged over.
69243,story14,A hunger ariseth out of my beauty:
69244,story14,I should like to injure those I illumine;
69245,story14,I should like to rob those I have gifted: -
69246,story14,thus do I hunger for wickedness.
69247,story14,Withdrawing my hand when another hand already stretcheth out to it;
69248,story14,thus do I hunger for wickedness!
69249,story14,Such revenge doth mine abundance think of:
69250,story14,such mischief welleth out of my lonesomeness.
69251,story14,My happiness in bestowing died in bestowing;
69252,story14,my virtue became weary of itself by its abundance!
69253,story14,Mine eye no longer overfloweth for the shame of suppliants;
69254,story14,my hand hath become too hard for the trembling of filled hands.
69255,story14,"Whence have gone the tears of mine eye, and the down of my heart?"
69256,story14,"Oh, the lonesomeness of all bestowers!"
69257,story14,Many suns circle in desert space:
69258,story14,to all that is dark do they speak with their light -
69259,story14,but to me they are silent.
69260,story14,"Oh, this is the hostility of light to the shining one:"
69261,story14,unpityingly doth it pursue its course.
69262,story14,"Unfair to the shining one in its innermost heart, cold to the suns: -"
69263,story14,Like a storm do the suns pursue their courses:
69264,story14,Their inexorable will do they follow: that is their coldness.
69265,story14,"Oh, ye only is it, ye dark, nightly ones, that extract warmth from the shining ones!"
69266,story14,And thirst for the nightly!
69267,story14,And lonesomeness!
69268,story14,for speech do I long.
69269,story14,And my soul also is a gushing fountain.
69270,story14,And my soul also is the song of a loving one.
69271,story14,Thus sang Zarathustra.
69272,story14,"No game-spoiler hath come to you with evil eye, no enemy of maidens."
69273,story14,God's advocate am I with the devil:
69274,story14,"he, however, is the spirit of gravity."
69275,story14,"To be sure, I am a forest, and a night of dark trees:"
69276,story14,"but he who is not afraid of my darkness, will find banks full of roses under my cypresses."
69277,story14,"And even the little God may he find, who is dearest to maidens:"
69278,story14,"beside the well lieth he quietly, with closed eyes."
69279,story14,Had he perhaps chased butterflies too much?
69280,story14,"He will cry, certainly, and weep -"
69281,story14,but he is laughable even when weeping!
69282,story14,And with tears in his eyes shall he ask you for a dance;
69283,story14,and I myself will sing a song to his dance:
69284,story14,"A dance-song and satire on the spirit of gravity my supremest, powerfulest devil, who is said to be"
69285,story14,lord of the world.
69286,story14,And this is the song that Zarathustra sang when Cupid and the maidens danced together:
69287,story14,"Of late did I gaze into thine eye, O Life!"
69288,story14,And into the unfathomable did I there seem to sink.
69289,story14,derisively didst thou laugh when I called thee unfathomable.
69290,story14,what THEY do not fathom is unfathomable.
69291,story14,"But changeable am I only, and wild, and altogether a woman, and no virtuous one:"
69292,story14,"Thus did she laugh, the unbelievable one;"
69293,story14,"but never do I believe her and her laughter, when she speaketh evil of herself."
69294,story14,"And when I talked face to face with my wild Wisdom, she said to me angrily:"
69295,story14,"Thou willest, thou cravest, thou lovest;"
69296,story14,on that account alone dost thou PRAISE Life!
69297,story14,Then had I almost answered indignantly and told the truth to the angry one;
69298,story14,and one cannot answer more indignantly than when one
69299,story14,"""telleth the truth"""
69300,story14,to one's Wisdom.
69301,story14,For thus do things stand with us three.
69302,story14,"In my heart do I love only Life - and verily, most when I hate her!"
69303,story14,"But that I am fond of Wisdom, and often too fond, is because she remindeth me very strongly of Life!"
69304,story14,"She hath her eye, her laugh, and even her golden angle-rod:"
69305,story14,am I responsible for it that both are so alike?
69306,story14,And when once Life asked me:
69307,story14,"""Who is she then, this Wisdom?"""
69308,story14,then said I eagerly:
69309,story14,"Ah, yes!"
69310,story14,"One thirsteth for her and is not satisfied, one looketh through veils, one graspeth through nets."
69311,story14,Is she beautiful?
69312,story14,What do I know!
69313,story14,"Changeable is she, and wayward;"
69314,story14,"often have I seen her bite her lip, and pass the comb against the grain of her hair."
69315,story14,"Perhaps she is wicked and false, and altogether a woman;"
69316,story14,"but when she speaketh ill of herself, just then doth she seduce most."
69317,story14,"When I had said this unto Life, then laughed she maliciously, and shut her eyes."
69318,story14,"""Of whom dost thou speak?"""
69319,story14,said she.
69320,story14,Perhaps of me?
69321,story14,And if thou wert right -
69322,story14,is it proper to say THAT in such wise to my face!
69323,story14,"But now, pray, speak also of thy Wisdom!"
69324,story14,"Ah, and now hast thou again opened thine eyes, O beloved Life!"
69325,story14,And into the unfathomable have I again seemed to sink.
69326,story14,Thus sang Zarathustra.
69327,story14,"But when the dance was over and the maidens had departed, he became sad."
69328,story14,"""The sun hath been long set,"""
69329,story14,"said he at last,"
69330,story14,"the meadow is damp, and from the forest cometh coolness."
69331,story14,"An unknown presence is about me, and gazeth thoughtfully."
69332,story14,What!
69333,story14,yonder also are the graves of my youth.
69334,story14,Thither will I carry an evergreen wreath of life.
69335,story14,"Resolving thus in my heart, did I sail o'er the sea."
69336,story14,How could ye perish so soon for me!
69337,story14,I think of you to-day as my dead ones.
69338,story14,"From you, my dearest dead ones, cometh unto me a sweet savour, heart-opening and melting."
69339,story14,"Verily, it convulseth and openeth the heart of the lone seafarer."
69340,story14,"For I HAVE POSSESSED you, and ye possess me still."
69341,story14,Tell me:
69342,story14,to whom hath there ever fallen such rosy apples from the tree as have fallen unto me?
69343,story14,"Ah, we were made to remain nigh unto each other, ye kindly strange marvels;"
69344,story14,"nay, but as trusting ones to a trusting one!"
69345,story14,"Yea, made for faithfulness, like me, and for fond eternities, must I now name you by your faithlessness, ye divine glances and fleeting gleams:"
69346,story14,no other name have I yet learnt.
69347,story14,"Yet did ye not flee from me, nor did I flee from you:"
69348,story14,innocent are we to each other in our faithlessness.
69349,story14,"To kill ME, did they strangle you, ye singing birds of my hopes!"
69350,story14,to hit my heart!
69351,story14,"Because ye were always my dearest, my possession and my possessedness:"
69352,story14,"namely, at you, whose skin is like down -"
69353,story14,or more like the smile that dieth at a glance!
69354,story14,But this word will I say unto mine enemies:
69355,story14,What is all manslaughter in comparison with what ye have done unto me!
69356,story14,Worse evil did ye do unto me than all manslaughter;
69357,story14,"thus do I speak unto you, mine enemies!"
69358,story14,"My playmates took ye from me, the blessed spirits!"
69359,story14,To their memory do I deposit this wreath and this curse.
69360,story14,"This curse upon you, mine enemies!"
69361,story14,"Have ye not made mine eternal short, as a tone dieth away in a cold night!"
69362,story14,"Scarcely, as the twinkle of divine eyes, did it come to me -"
69363,story14,as a fleeting gleam!
69364,story14,Thus spake once in a happy hour my purity:
69365,story14,Divine shall everything be unto me.
69366,story14,Then did ye haunt me with foul phantoms;
69367,story14,"ah, whither hath that happy hour now fled!"
69368,story14,so spake once the wisdom of my youth:
69369,story14,"verily, the language of a joyous wisdom!"
69370,story14,Once did I long for happy auspices:
69371,story14,"then did ye lead an owl-monster across my path, an adverse sign."
69372,story14,All loathing did I once vow to renounce:
69373,story14,then did ye change my nigh ones and nearest ones into ulcerations.
69374,story14,"Ah, whither did my noblest vow then flee?"
69375,story14,then did ye cast filth on the blind one's course:
69376,story14,and now is he disgusted with the old footpath.
69377,story14,"And when I performed my hardest task, and celebrated the triumph of my victories, then did ye make those who loved me call out that I then grieved them most."
69378,story14,To my charity have ye ever sent the most impudent beggars;
69379,story14,around my sympathy have ye ever crowded the incurably shameless.
69380,story14,Thus have ye wounded the faith of my virtue.
69381,story14,"And when I offered my holiest as a sacrifice, immediately did your"
69382,story14,put its fatter gifts beside it:
69383,story14,so that my holiest suffocated in the fumes of your fat.
69384,story14,beyond all heavens did I want to dance.
69385,story14,Then did ye seduce my favourite minstrel.
69386,story14,"""Will to Truth"""
69387,story14,Will for the thinkableness of all being: thus do I call your will!
69388,story14,All being would ye MAKE thinkable:
69389,story14,for ye doubt with good reason whether it be already thinkable.
69390,story14,So willeth your will.
69391,story14,"Smooth shall it become and subject to the spirit, as its mirror and reflection."
69392,story14,"That is your entire will, ye wisest ones, as a Will to Power;"
69393,story14,"and even when ye speak of good and evil, and of estimates of value."
69394,story14,Ye would still create a world before which ye can bow the knee:
69395,story14,such is your ultimate hope and ecstasy.
69396,story14,"The ignorant, to be sure, the people -"
69397,story14,Your will and your valuations have ye put on the river of becoming;
69398,story14,"it betrayeth unto me an old Will to Power, what is believed by the people as good and evil."
69399,story14,ye and your ruling Will!
69400,story14,Onward the river now carrieth your boat: it MUST carry it.
69401,story14,"It is not the river that is your danger and the end of your good and evil, ye wisest ones:"
69402,story14,"but that Will itself, the Will to Power -"
69403,story14,"the unexhausted, procreating life-will."
69404,story14,The living thing did I follow;
69405,story14,I walked in the broadest and narrowest paths to learn its nature.
69406,story14,"With a hundred-faced mirror did I catch its glance when its mouth was shut, so that its eye might speak unto me."
69407,story14,"But wherever I found living things, there heard I also the language of obedience."
69408,story14,All living things are obeying things.
69409,story14,"And this heard I secondly: Whatever cannot obey itself, is commanded."
69410,story14,"This, however, is the third thing which I heard -"
69411,story14,"namely, that commanding is more difficult than obeying."
69412,story14,"And not only because the commander beareth the burden of all obeyers, and because this burden readily crusheth him:"
69413,story14,An attempt and a risk seemed all commanding unto me;
69414,story14,Of its own law must it become the judge and avenger and victim.
69415,story14,so did I ask myself.
69416,story14,"What persuadeth the living thing to obey, and command, and even be obedient in commanding?"
69417,story14,"Hearken now unto my word, ye wisest ones!"
69418,story14,"Test it seriously, whether I have crept into the heart of life itself, and into the roots of its heart!"
69419,story14,and even in the will of the servant found I the will to be master.
69420,story14,That to the stronger the weaker shall serve -
69421,story14,thereto persuadeth he his will who would be master over a still weaker one.
69422,story14,That delight alone he is unwilling to forego.
69423,story14,"And as the lesser surrendereth himself to the greater that he may have delight and power over the least of all, so doth even the greatest surrender himself, and staketh -"
69424,story14,"life, for the sake of power."
69425,story14,"It is the surrender of the greatest to run risk and danger, and play dice for death."
69426,story14,"And where there is sacrifice and service and love-glances, there also is the will to be master."
69427,story14,"By by-ways doth the weaker then slink into the fortress, and into the heart of the mightier one -"
69428,story14,and there stealeth power.
69429,story14,And this secret spake Life herself unto me.
69430,story14,but all that is one and the same secret.
69431,story14,Rather would I succumb than disown this one thing;
69432,story14,"and verily, where there is succumbing and leaf-falling, lo, there doth Life sacrifice itself -"
69433,story14,for power!
69434,story14,"Whatever I create, and however much I love it, -"
69435,story14,"soon must I be adverse to it, and to my love: so willeth my will."
69436,story14,"And even thou, discerning one, art only a path and footstep of my will:"
69437,story14,"verily, my Will to Power walketh even on the feet of thy Will to Truth!"
69438,story14,He certainly did not hit the truth who shot at it the formula:
69439,story14,that will -
69440,story14,doth not exist!
69441,story14,"For what is not, cannot will;"
69442,story14,"that, however, which is in existence -"
69443,story14,how could it still strive for existence!
69444,story14,"Only where there is life, is there also will:"
69445,story14,"not, however, Will to Life, but -"
69446,story14,so teach I thee -
69447,story14,Will to Power!
69448,story14,Much is reckoned higher than life itself by the living one;
69449,story14,but out of the very reckoning speaketh - the Will to Power!
69450,story14,Thus did Life once teach me:
69451,story14,"and thereby, ye wisest ones, do I solve you the riddle of your hearts."
69452,story14,"Verily, I say unto you: good and evil which would be everlasting -"
69453,story14,it doth not exist!
69454,story14,Of its own accord must it ever surpass itself anew.
69455,story14,"and that is your secret love, and the sparkling, trembling, and overflowing of your souls."
69456,story14,"But a stronger power groweth out of your values, and a new surpassing:"
69457,story14,And he who hath to be a creator in good and evil -
69458,story14,"verily, he hath first to be a destroyer, and break values in pieces."
69459,story14,Thus doth the greatest evil pertain to the greatest good:
69460,story14,"that, however, is the creating good."
69461,story14,"Let us SPEAK thereof, ye wisest ones, even though it be bad."
69462,story14,To be silent is worse; all suppressed truths become poisonous.
69463,story14,And let everything break up which - can break up by our truths!
69464,story14,Many a house is still to be built!
69465,story14,Thus spake Zarathustra.
69466,story14,who would guess that it hideth droll monsters!
69467,story14,Unmoved is my depth:
69468,story14,"A sublime one saw I to-day, a solemn one, a penitent of the spirit:"
69469,story14,"With upraised breast, and like those who draw in their breath:"
69470,story14,"thus did he stand, the sublime one, and in silence:"
69471,story14,many thorns also hung on him - but I saw no rose.
69472,story14,Gloomy did this hunter return from the forest of knowledge.
69473,story14,From the fight with wild beasts returned he home:
69474,story14,but even yet a wild beast gazeth out of his seriousness -
69475,story14,an unconquered wild beast!
69476,story14,ungracious is my taste towards all those self-engrossed ones.
69477,story14,"And ye tell me, friends, that there is to be no dispute about taste and tasting?"
69478,story14,But all life is a dispute about taste and tasting!
69479,story14,"Should he become weary of his sublimeness, this sublime one, then only will his beauty begin -"
69480,story14,and then only will I taste him and find him savoury.
69481,story14,And only when he turneth away from himself will he o'erleap his own shadow -
69482,story14,and verily!
69483,story14,Far too long did he sit in the shade;
69484,story14,the cheeks of the penitent of the spirit became pale;
69485,story14,he almost starved on his expectations.
69486,story14,"Contempt is still in his eye, and loathing hideth in his mouth."
69487,story14,"To be sure, he now resteth, but he hath not yet taken rest in the sunshine."
69488,story14,As the ox ought he to do;
69489,story14,"and his happiness should smell of the earth, and not of contempt for the earth."
69490,story14,"As a white ox would I like to see him, which, snorting and lowing, walketh before the plough-share:"
69491,story14,Dark is still his countenance; the shadow of his hand danceth upon it.
69492,story14,His deed itself is still the shadow upon him:
69493,story14,his doing obscureth the doer.
69494,story14,Not yet hath he overcome his deed.
69495,story14,"To be sure, I love in him the shoulders of the ox:"
69496,story14,but now do I want to see also the eye of the angel.
69497,story14,Also his hero-will hath he still to unlearn:
69498,story14,"an exalted one shall he be, and not only a sublime one:"
69499,story14,"He hath subdued monsters, he hath solved enigmas."
69500,story14,But he should also redeem his monsters and enigmas;
69501,story14,into heavenly children should he transform them.
69502,story14,"As yet hath his knowledge not learned to smile, and to be without jealousy;"
69503,story14,as yet hath his gushing passion not become calm in beauty.
69504,story14,Gracefulness belongeth to the munificence of the magnanimous.
69505,story14,His arm across his head: thus should the hero repose;
69506,story14,thus should he also surmount his repose.
69507,story14,But precisely to the hero is BEAUTY the hardest thing of all.
69508,story14,Unattainable is beauty by all ardent wills.
69509,story14,"A little more, a little less:"
69510,story14,"precisely this is much here, it is the most here."
69511,story14,To stand with relaxed muscles and with unharnessed will:
69512,story14,"that is the hardest for all of you, ye sublime ones!"
69513,story14,"I call such condescension, beauty."
69514,story14,"And from no one do I want beauty so much as from thee, thou powerful one:"
69515,story14,let thy goodness be thy last self-conquest.
69516,story14,All evil do I accredit to thee: therefore do I desire of thee the good.
69517,story14,The virtue of the pillar shalt thou strive after:
69518,story14,"more beautiful doth it ever become, and more graceful -"
69519,story14,but internally harder and more sustaining -
69520,story14,the higher it riseth.
69521,story14,Then will thy soul thrill with divine desires;
69522,story14,and there will be adoration even in thy vanity!
69523,story14,For this is the secret of the soul:
69524,story14,"when the hero hath abandoned it, then only approacheth it in dreams -"
69525,story14,the superhero.
69526,story14,Thus spake Zarathustra.
69527,story14,Too far did I fly into the future: a horror seized upon me.
69528,story14,"And when I looked around me, lo!"
69529,story14,"Then did I fly backwards, homewards - and always faster."
69530,story14,"Thus did I come unto you, ye present-day men, and into the land of culture."
69531,story14,"verily, with longing in my heart did I come."
69532,story14,But how did it turn out with me?
69533,story14,Although so alarmed - I had yet to laugh!
69534,story14,Never did mine eye see anything so motley-coloured!
69535,story14,"""Here forsooth, is the home of all the paintpots,"""
69536,story14,said I. With fifty patches painted on faces and limbs -
69537,story14,"so sat ye there to mine astonishment, ye present-day men!"
69538,story14,"Verily, ye could wear no better masks, ye present-day men, than your own faces!"
69539,story14,Who could - RECOGNISE you!
69540,story14,"Written all over with the characters of the past, and these characters also pencilled over with new characters -"
69541,story14,thus have ye concealed yourselves well from all decipherers!
69542,story14,"Out of colours ye seem to be baked, and out of glued scraps."
69543,story14,"He who would strip you of veils and wrappers, and paints and gestures, would just have enough left to scare the crows."
69544,story14,"Verily, I myself am the scared crow that once saw you naked, and without paint;"
69545,story14,"Fatter and fuller than ye, are forsooth the nether-worldlings!"
69546,story14,"All that is unhomelike in the future, and whatever maketh strayed birds shiver, is verily more homelike and familiar than your"
69547,story14,thus do ye plume yourselves - alas!
69548,story14,even without plumes!
69549,story14,ye who are pictures of all that hath ever been believed!
69550,story14,"Perambulating refutations are ye, of belief itself, and a dislocation of all thought."
69551,story14,"UNTRUSTWORTHY ONES: thus do I call you, ye real ones!"
69552,story14,All periods prate against one another in your spirits;
69553,story14,and believed in believing!
69554,story14,"Half-open doors are ye, at which grave-diggers wait."
69555,story14,And this is YOUR reality:
69556,story14,Everything deserveth to perish.
69557,story14,"Alas, how ye stand there before me, ye unfruitful ones;"
69558,story14,how lean your ribs!
69559,story14,And many of you surely have had knowledge thereof.
69560,story14,Many a one hath said:
69561,story14,"Verily, enough to make a girl for himself therefrom!"
69562,story14,"""Amazing is the poverty of my ribs!"""
69563,story14,thus hath spoken many a present-day man.
69564,story14,"Yea, ye are laughable unto me, ye present-day men!"
69565,story14,And especially when ye marvel at yourselves!
69566,story14,"And woe unto me if I could not laugh at your marvelling, and had to swallow all that is repugnant in your platters!"
69567,story14,"As it is, however, I will make lighter of you, since I have to carry what is heavy;"
69568,story14,and what matter if beetles and May-bugs also alight on my load!
69569,story14,"Verily, it shall not on that account become heavier to me!"
69570,story14,"And not from you, ye present-day men, shall my great weariness arise."
69571,story14,"Ah, whither shall I now ascend with my longing!"
69572,story14,From all mountains do I look out for fatherlands and motherlands.
69573,story14,But a home have I found nowhere:
69574,story14,"unsettled am I in all cities, and decamping at all gates."
69575,story14,"Alien to me, and a mockery, are the present-day men, to whom of late my heart impelled me;"
69576,story14,"Thus do I love only my CHILDREN'S LAND, the undiscovered in the remotest sea:"
69577,story14,for it do I bid my sails search and search.
69578,story14,and unto all the future -
69579,story14,for THIS present-day!
69580,story14,Thus spake Zarathustra.
69581,story14,"When yester-eve the moon arose, then did I fancy it about to bear a sun:"
69582,story14,so broad and teeming did it lie on the horizon.
69583,story14,But it was a liar with its pregnancy;
69584,story14,and sooner will I believe in the man in the moon than in the woman.
69585,story14,"For he is covetous and jealous, the monk in the moon;"
69586,story14,"Nay, I like him not, that tom-cat on the roofs!"
69587,story14,"the cat however, stealeth along over the ground."
69588,story14,"""pure discerners!"""
69589,story14,You do I call - covetous ones!
69590,story14,"but shame is in your love, and a bad conscience -"
69591,story14,"To despise the earthly hath your spirit been persuaded, but not your bowels:"
69592,story14,"these, however, are the strongest in you!"
69593,story14,"""That would be the highest thing for me"""
69594,story14,so saith your lying spirit unto itself -
69595,story14,"to gaze upon life without desire, and not like the dog, with hanging-out tongue:"
69596,story14,"cold and ashy-grey all over, but with intoxicated moon-eyes!"
69597,story14,That would be the dearest thing to me
69598,story14,"thus doth the seduced one seduce himself, -"
69599,story14,"to love the earth as the moon loveth it, and with the eye only to feel its beauty."
69600,story14,And this do I call IMMACULATE perception of all things:
69601,story14,"to want nothing else from them, but to be allowed to lie before them as a mirror with a hundred facets."
69602,story14,Where is innocence?
69603,story14,Where there is will to procreation.
69604,story14,"And he who seeketh to create beyond himself, hath for me the purest will."
69605,story14,Where is beauty?
69606,story14,Where I MUST WILL with my whole Will;
69607,story14,"where I will love and perish, that an image may not remain merely an image."
69608,story14,Loving and perishing: these have rhymed from eternity.
69609,story14,Will to love: that is to be ready also for death.
69610,story14,Thus do I speak unto you cowards!
69611,story14,"""contemplation!"""
69612,story14,And that which can be examined with cowardly eyes is to be christened
69613,story14,"But MY words are poor, contemptible, stammering words:"
